Link,Summary
https://www.upes.ac.in/school-of-advanced-engineering/btech-engineering,"The UPES School of Advanced Engineering offers a B.Tech. program with specializations in Aerospace, Chemical, Civil, Sustainability, Electrical, Electronics, Mechanical, Automotive, and Applied Petroleum Engineering. Admission requires a minimum of 50% in Class XII PCM and valid scores from JEE Mains or other exams. The 4-year curriculum focuses on industry collaboration, innovative teaching, and practical experience through state-of-the-art facilities. The program promotes career opportunities in diverse engineering sectors, boasting a strong placement record. Scholarships are available for eligible students, and hostel accommodations are provided. Classes begin August 31, 2024."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/applied-science/dr-monalisa-anand,"Dr. Monalisa Anand is an Assistant Professor in the Department of Mathematics at the School of Advanced Engineering, UPES Dehradun. Dr. Monalisa Anand completed a PhD from BITS Pilani Goa in April 2024, focusing on Mathematical Modelling and Epidemiology. Dr. Monalisa Anand teaches courses such as Linear Algebra and Differential Equations and has experience as a teaching assistant. Dr. Monalisa Anand has published articles and received various awards, including a SERB International Travel Grant for a conference in Tokyo. Dr. Monalisa Anand is committed to inspiring students in mathematics through practical applications."
https://www.upes.ac.in/professors-of-practice/ajar-rab,"Dr. Ajar Rab is a Partner at ANR LAW LLP, Dehradun, with over 11 years of experience in international arbitration, corporate transactions, and commercial litigation, particularly in energy disputes and infrastructure matters. Dr. Ajar Rab has worked with government bodies and is an International Policy Consultant at Lexidale. Dr. Ajar Rab is also a distinguished author of legal texts on arbitration and real estate law, and has published influential papers in major legal journals, with contributions cited by the Supreme Court in significant rulings."
https://www.upes.ac.in/faculty-achievements/dr-pavan-kumar,"Dr. Pavan Kumar is selected as a Fellow for the South Asian Futures Fellowship Programme 2023, organized by the Council for Strategic and Defense Research (CSDR) in New Delhi with support from Friedrich-Ebert-Stiftung (FES) India. The fellowship runs from August 1, 2023, to July 30, 2024, and aims to promote 15 Early Career Researchers (ECRs) aged 25-35 from South Asia. Participants will explore Non-Traditional Security (NTS) and geopolitics topics, with five fellows required to participate in a 30-day residency at a non-domicile South Asian think tank."
https://www.upes.ac.in/school-of-law/ba-bba-bcom-llb-hons-intellectual-property-rights,"The BA/BBA/B.Com. LL.B. Hons. program in Intellectual Property Rights at UPES School of Law offers a comprehensive understanding of intellectual property law. The curriculum covers copyright, trademark, patent laws, and real-world applications through practical experiences like mock disputes. Taught by experienced faculty, the program prepares students for careers as IP lawyers, consultants, and analysts amid a growing demand for IPR expertise due to digital advancements and globalization. Admission requires a minimum of 50% marks in higher secondary education, with selection based on ULSAT/CLAT/LSAT-India exam performance or board marks."
https://www.upes.ac.in/ajay-kumar,"Dr. Ajay Kumar, a distinguished figure in Mechanical Engineering, has been recognized as one of the World’s Top 2% Scientists. Dr. Ajay Kumar serves on the panel of the University Grants Commission (UGC) in New Delhi as an evaluator for fellowships and research grants, particularly the Dr. D. S. Kothari research grant aimed at newly recruited faculty members. The recognition highlights Dr. Ajay Kumar's significant contributions to research and academia in the field of engineering."
https://www.upes.ac.in/faculty/school-of-business/bhumika-ray,"Bhumika Ray is an Assistant Professor at the School of Business, UPES, pursuing a Ph.D. in Organisational Behaviour and Human Resource Management at the Indian Institute of Management, Sambalpur, India. Bhumika Ray holds an MBA and a B.A. in Foundations of Management from the Indian Institute of Management, Indore, and a B.A. (Hons) in Sociology from Indira Gandhi National Open University. Bhumika Ray's research interests include Future of Work, Gig Employment, Employer-Employee Relationships, Psychological Contracts, and Well-Being. Bhumika Ray can be contacted at bhumika.ray@ddn.upes.ac.in."
https://www.upes.ac.in/student-projects/jhanavi-sharma-rohan-kumar,"Jhanavi Sharma and Rohan Kumar are MSc students specializing in Microbiology and Integrated BSc-MSc programs at UPES. They conducted a project titled COVAT study to assess the serological response to COVID-19 vaccines among the Indian cohort in Uttarakhand. This cross-sectional serosurvey was executed on May 3 and 4, 2023, on the UPES campus, funded by Genotypic Technology Pvt Ltd and UPES R&D. The study aimed to evaluate whether COVID-19 vaccines effectively induced antibody production amidst a growing number of cases in India, promoting informed decisions about booster vaccinations. Their mentor is Dr. Smriti Arora."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/applied-science/dr-shalendra-kumar,"Dr. Shalendra Kumar is a distinguished professor in the Department of Physics at UPES, Dehradun, noted for significant contributions to materials science, particularly in nanomagnetism and carbon/metal oxide-based nanocomposites. Recognized among the top 2% of global researchers by Stanford University, Dr. Kumar has published over 300 research articles and has a high citation impact. With teaching experience across multiple physics subjects, Dr. Kumar fosters a dynamic learning environment and has guided more than 5 PhD students. He has received numerous grants and awards, emphasizing his international recognition and commitment to advancing scientific knowledge."
https://www.upes.ac.in/professors-of-practice/amitabh-sharma,"Mr. Amitabh Sharma is an Advisory Board Member at the University of Petroleum and Energy Studies (UPES) and a Partner at NorthExcel Associates. Mr. Amitabh Sharma has over 25 years of diverse legal experience in India, specializing in domestic and outbound Mergers & Acquisitions, Private Equity, Corporate-Commercial Advisory, and Infrastructure, Energy, and Resources Law/Policy. Mr. Amitabh Sharma has successfully represented major domestic conglomerates, multinational corporations, and financial institutions, with expertise in Project Development & Finance, Public-Private Partnerships, Corporate Litigation Strategy, and Regulatory & Policy matters."
https://www.upes.ac.in/faculty/school-of-business/arup-majumdar,"Arup Majumdar is a Professor of Practice in Strategy at UPES Dehradun with over 30 years of corporate and academic experience, having taught at institutions like Shiv Nadar University and IMT Ghaziabad. Arup Majumdar focuses on experiential learning and employs case methods to teach strategy, organizational behavior, and leadership. Arup Majumdar has worked with major corporations globally and founded Trariti Consulting Group. Arup Majumdar aims to prepare students for real-world challenges using structured thinking and storytelling. Arup Majumdar holds the Emerson Technology Award and has published multiple cases in renowned academic platforms."
https://www.upes.ac.in/blog/eduspeak/factors-to-consider-when-choosing-a-university,"When choosing a university, students should consider academic quality, program availability, accreditation, admission requirements, location, living costs, and career support. It's essential to evaluate curricula and university facilities, ensuring the institution meets personal and professional goals. Selecting a university is a significant decision that affects future opportunities. UPES offers diverse programs across various schools and provides options like the Global Pathway Programme and the Design Your Own Degree. Located in Dehradun, UPES boasts a pollution-free campus and a focus on innovative, learner-driven educational methods, as well as support for holistic student development."
https://www.upes.ac.in/faculty/school-of-computer-science/dr-touseef-iqbal,"Dr. Touseef Iqbal, Assistant Professor at the School of Computer Science at UPES, possesses a B.Tech in Computer Science and Engineering from Islamic University of Science and Technology, an M.Tech from Central University of Jammu, and a Ph.D. from NIT Srinagar. Dr. Touseef Iqbal specializes in image processing, computer vision, machine learning, natural language processing, and generative AI, with numerous publications in SCI and Scopus-indexed journals. Dr. Touseef Iqbal teaches various subjects, including data structures, algorithms, operating systems, and machine learning, informed by a diverse teaching philosophy incorporating essentialism and constructivism. Dr. Touseef Iqbal can be contacted at touseef.iqbal@ddn.upes.ac.in."
https://www.upes.ac.in/student-projects/akash-jain-arsh-bansal,"Akash Jain and Arsh Bansal, 4th-year Bachelor of Pharmacy students at UPES, developed a nano biosensor for detecting chlorpyrifos pesticide in milk. The project addresses the critical issue of pesticide contamination in dairy, which poses health risks and is under-researched. Guided by Dr. Jyoti Upadhyay and Dr. Ashish Mathur, the students received extensive support from the School of Health Sciences and Technology and the Research & Development Team, enhancing their understanding of biosensors and research methodologies. This innovation aims to contribute to food safety and environmental protection."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/applied-science/dr-amit-kumar-chawla,"Dr. Amit Kumar Chawla is a Senior Associate Professor at UPES, specializing in nanotechnology and material science with 15 years of experience. He has established advanced research labs and supervises the Centre of Nanoscience and Nanotechnology. Dr. Chawla's research focuses on thin film-based hydrogen sensors, hard coatings, and resistive random-access memory. His teaching philosophy prioritizes learner engagement and employs technology to enhance education. Dr. Chawla has published over 75 articles and holds memberships in professional associations. He has received awards, including funding from DST, for contributions to scientific research and knowledge dissemination."
https://www.upes.ac.in/faculty/school-of-design/rakesh-sah,"Professor Rakesh Sah is a leading academic in the School of Design at the University of Petroleum and Energy Studies (UPES), with over 18 years of experience in design, education, and consultancy. Rakesh Sah specializes in Ceramic and Glass Design, holding a degree from the National Institute of Design and a qualification in International Business Management from The University of Salford. Rakesh Sah teaches various design courses and has significant involvement in research and community activities. Rakesh Sah's teaching emphasizes critical thinking and user-centric design, supported by numerous awards, including the Inlaks Abroad Scholarship. Rakesh Sah can be contacted at rakesh.sah@ddn.upes.ac.in."
https://www.upes.ac.in/faculty-achievements/richa-chilana,"Richa Chilana is a faculty member at the School of Liberal Studies at UPES and has achieved notable recognition as the co-editor of ""Punching Up in Stand-Up Comedy: Speaking Truth to Power,"" published by Routledge in 2023. This work highlights Richa Chilana's dedication to amplifying marginalized voices and challenging social norms through comedy. Richa Chilana's contribution to this publication showcases expertise in comedy and social commentary, establishing Richa Chilana as a respected figure in the field and an inspiration for aspiring comedians and advocates for social change."
https://www.upes.ac.in/faculty/school-of-liberal-studies/dr-kshitiz-mishra,"Dr. Kshitiz Mishra is an Assistant Professor at the School of Liberal Studies, UPES, holding a PhD in Economics from Shiv Nadar University. His research focuses on Macroeconomics, monetary policy, and development economics. Dr. Kshitiz has presented at major conferences and has published work in the Journal of Quantitative Economics. He teaches Macroeconomics, Mathematical Economics, and Intermediate Microeconomics, employing interactive teaching methods. Dr. Kshitiz has prior experience at India Development Foundation and has taught at various universities including Shiv Nadar University. He enjoys cooking, reading non-fiction, and fitness activities. Contact: kshitiz.mishra@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/dr-souradeep-roy,"Dr. Souradeep Roy is an Assistant Professor at the School of Health Sciences and Technology at UPES, specializing in nanotechnology and biomolecular sensor development for healthcare and environmental applications. Dr. Roy holds a B.Tech in Electronics and Instrumentation, M.Tech in Nanotechnology, and a PhD from Amity University, having conducted research in the UK. With over 30 publications, 4 patents, and awards for research excellence, Dr. Roy's teaching philosophy emphasizes fundamental understanding and multidisciplinary learning. Major research interests include nano-electrochemistry and connected health. Contact: souradeep.roy@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-computer-science/kaushik-ghosh,"Kaushik Ghosh is an Associate Professor at the School of Computer Science, UPES, with 21 years of academic experience. Kaushik Ghosh earned a B.E. from Sikkim Manipal Institute of Technology and a M.Tech and Ph.D. from Jadavpur University, focusing on Wireless Sensor Networks. Kaushik Ghosh has published over 40 research papers and designed a course on IoT for the MSME, Government of India. Kaushik Ghosh's research interests include Wireless Sensor Networks, IoT, and Machine Learning. Kaushik Ghosh has received multiple awards for research, including the Lifeway Tech India's Best Senior Researcher Award for 2022."
https://www.upes.ac.in/advisory-board/rouzbeh-abbassi,"Rouzbeh Abbassi is an Associate Professor and Director of Research at the School of Engineering, Macquarie University, in Sydney, Australia. He leads the Civil Engineering Program and holds adjunct professor roles at Memorial University and the University of Tasmania. Dr. Abbassi earned a PhD in environmental engineering and has completed two postdoctoral fellowships. He specializes in risk and safety engineering for energy activities and collaborates on significant research projects. With over 150 published papers and an h-index of 34, he is an editorial member for several journals in process safety and integrated security science."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/applied-science/divya-ahluwalia,"Dr. Divya Ahluwalia is an Associate Professor at the School of Advanced Engineering, UPES, with over 19 years of teaching experience. She earned her Ph.D. from IIT Roorkee and has authored and edited research articles and books. Dr. Divya Ahluwalia's research interests encompass Control Theory, Educational Research, Dynamical Systems, and Renewable Energy. She teaches Engineering Mathematics and has led initiatives like 'Math-Mania.' Dr. Divya Ahluwalia received the Blackboard Catalysts Award in 2019 for innovation in education and is involved in various university committees and faculty development programs. Contact: dahluwalia@ddn.upes.ac.in."
https://www.upes.ac.in/school-of-business/bba/marketing-management,"The BBA in Marketing Management program at UPES offers a comprehensive three-year undergraduate education focused on core marketing principles. The program includes market research, consumer behavior, product development, and a capstone project for real-world application. Graduates gain practical skills through internships, industry visits, and guest lectures. UPES is ranked 39th in India by NIRF 2023, and has partnerships with major companies for networking opportunities. Graduates can pursue careers as brand managers, digital marketing managers, or consultants, with salaries ranging from INR 6-30 lakh per annum based on experience and skills."
https://www.upes.ac.in/upes-terms-and-conditions,"UPES outlines its Terms and Conditions governing the use of its websites, emphasizing that information is subject to change due to academic reviews. Users must comply with legal regulations while using UPES sites, and UPES reserves the right to modify these terms at any time. The document includes disclaimers about content accuracy, online conduct rules, data security commitments, and limitations of liability. Users using UPES materials agree to indemnify UPES against claims resulting from their violations. UPES also disclaims responsibility for website availability and will process refunds for canceled courses per its policies."
https://www.upes.ac.in/faculty-achievements/gurunadh-velidi-post-doctoral-research,"Dr. Gurunadh Velidi is a Postdoctoral Research Associate at the Research Institute of Industrial Science & Technology and contributes to the Clean Combustion and Energy Lab at Ulsan National Science and Technology in South Korea. Dr. Gurunadh Velidi's research focuses on combustion, energy, and environmental sustainability, aligning with the lab's mission to advance knowledge and develop innovative solutions in these critical fields. UPES recognizes Dr. Gurunadh Velidi's achievements as part of its faculty accomplishments in the School of Advanced Engineering."
https://www.upes.ac.in/faculty/school-of-liberal-studies/sudha-tiwari,"Dr. Sudha Tiwari is an Assistant Professor at the School of Liberal Studies, UPES, and a founding faculty member. She specializes in the history of contemporary India and South Asia, focusing on Partition, culture, cinema, and cultural policy studies. Dr. Sudha Tiwari's forthcoming book, ""The State and New Cinema in Contemporary India, 1960-1997,"" will be published by Routledge UK in September 2023. Dr. Sudha Tiwari has extensive teaching experience and is involved in curriculum design and outreach initiatives, including managing the SOLS Film Club. Dr. Sudha Tiwari’s research interests include Indian cinema, Partition, and critical cultural policies."
https://www.upes.ac.in/student-achievements/syed-mohd-raza-taqvi,"Syed Mohd Raza Taqvi, an MBA student specializing in Oil & Gas from the School of Business at UPES, was selected for the Semester Abroad program at Berkeley Haas, University of California Berkeley for Fall 2022. This achievement showcases Syed Mohd Raza Taqvi's academic excellence and competitive spirit on a global level, providing an enriching international business perspective. Syed Mohd Raza Taqvi's success reflects UPES's commitment to delivering world-class education and fostering exceptional talent, inspiring other students to pursue similar opportunities in their academic journey."
https://www.upes.ac.in/blog/design/designing-for-neurodiversity-and-inclusion-at-workplace,"The blog by Manas Ranjan Mishra discusses neurodiversity in the workplace, emphasizing the importance of designing inclusive environments for neurodiverse individuals. Neurodiversity includes conditions like Autism Spectrum Disorder (ASD), ADHD, and dyslexia, which often come with unique strengths and challenges. Employers are encouraged to accommodate these differences by creating adaptable workspaces that address sensory sensitivities and enhance productivity. Key design strategies include thoughtful use of lighting, versatile acoustic settings, and clear signage. Creating such inclusive workplaces not only promotes equality but also provides companies with a competitive advantage and contributes to a positive workplace culture."
https://www.upes.ac.in/school-of-business/integrated-bba-mba/human-resource,"The Integrated BBA-MBA program in Human Resource at UPES combines undergraduate and postgraduate studies focusing on HR. Students study Digital Human Resource Management, Compensation Management, and engage in practical experiences through internships and industry exposure. Graduates can pursue diverse careers in HR roles like HR manager, consultant, or talent manager, with starting salaries ranging from INR 6-30 lakh per annum. The program emphasizes strategic HR management, technology integration, and ethical practices. Admission requires a minimum of 50% in Classes X and XII, and selection is based on performances in entrance exams."
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/dr-ranjna-sirohi,"Dr Ranjna Sirohi is an Associate Professor at the University of Petroleum and Energy Studies in Uttarakhand, India. She specializes in bioprocess technology, focusing on food waste valorization and biofuels, with over 120 publications and a significant h-index. Dr Sirohi has conducted research at prestigious institutions globally. Her current projects involve developing biomaterials from food waste and enhancing food products' nutritional value. With a student-centered teaching philosophy, Dr Sirohi teaches courses in food science and technology and has received multiple awards for her research excellence. She is also active in editorial and scholarly activities in the field."
https://www.upes.ac.in/blog/design/designing-the-future-trends-and-strategies-in-product-design,"The article ""Designing the Future: Trends and Strategies in Product Design"" by Manas Ranjan Mishra discusses the evolution of product design over the last two decades, emphasizing the impact of technological advancements such as AI and IoT. It explores the need for balance between efficiency and human creativity, highlighting ongoing trends like human-centered design and sustainability. Mishra stresses that while processes will modernize, creativity remains vital. The future of product design will be shaped by regulations, data governance, and the increasing importance of meta-design in a digital world. Effective product design will integrate innovation while considering user needs."
https://www.upes.ac.in/faculty/school-of-computer-science/dr-arjun-arora,"Dr. Arjun Arora is an Assistant Professor at the School of Computer Science, UPES, with over a decade of academic experience. Dr. Arjun Arora's expertise includes Artificial Intelligence (AI) and the Internet of Things (IoT), focusing on developing algorithms for data insights and decision-making in smart environments. Dr. Arjun Arora employs a teaching philosophy that promotes an inclusive, engaging learning atmosphere. Dr. Arjun Arora has published over 20 research papers and holds the 'Young Scientist Award 2017.' Dr. Arjun Arora teaches courses such as Machine Learning, Computer Graphics, and Software Engineering. Contact: a.arora@ddn.upes.ac.in."
https://www.upes.ac.in/professors-of-practice/soumava-chatterjee,"Mr. Soumava Chatterjee serves as the Lead Legal Counsel at Bank of America, where Mr. Soumava Chatterjee specializes in advising on complex energy and infrastructure projects globally. Within the Bank’s Sustainable Finance Group, Mr. Soumava Chatterjee focuses on renewable power projects, energy transition, and environmental, social, and governance (ESG) matters in Asia and Australia. With over a decade of experience, Mr. Soumava Chatterjee provides extensive legal support for intricate cross-border financing transactions, establishing Mr. Soumava Chatterjee as a prominent figure in the legal aspects of sustainable finance and energy infrastructure development."
https://www.upes.ac.in/school-of-design/bdes/animation-and-vfx-design,"The Bachelor of Design in Animation and Visual Effects at UPES focuses on developing creative storytellers through a curriculum that integrates practical and theoretical knowledge. The program includes specialized labs for various animation techniques and hands-on learning opportunities. With a promising industry growth, graduates can explore diverse career paths, including roles in film, television, and digital media. The program boasts an 88.89% placement rate, with top recruiters and an average salary of Rs. 6.53 Lakhs per annum. Eligibility requires a minimum of 50% marks in Class X and XII. The selection process includes performance in entrance exams and portfolio presentations."
https://www.upes.ac.in/faculty/school-of-law/divya-dwivedi,"Divya Dwivedi is an Assistant Professor at the School of Law, UPES, with a solid legal background. Ms. Divya earned a BA LLB from Dr. Ram Manohar Lohiya National Law University and an LLM from National Law University, Jodhpur, specializing in International Trade Law. Currently pursuing a Ph.D. on Data Privacy and Public Service Delivery in India, Ms. Divya's research is supported by a fellowship from the Indian Council of Social Science Research. Ms. Divya teaches International Trade Law, Data Privacy, and Constitutional Law, incorporating traditional and modern teaching methods. Ms. Divya engages in scholarly activities and has presented research at various conferences."
https://www.upes.ac.in/blog/law/4-ways-to-get-the-most-out-of-moot-court-competitions,"Jahnvi Pandey and Kanika Goswamy provide a guide for law students on excelling in Moot Court competitions. Key strategies include thoroughly analyzing moot propositions, using reliable legal sources for memorial drafting, preparing comprehensive speeches, and practicing mock trials to enhance presentation skills. Effective body language and confidence are essential during final presentations. Participating in these competitions fosters practical skills and legal reasoning, helping aspiring lawyers learn and gain essential experience. The continuous involvement in mooting is emphasized as crucial for developing a successful legal career."
https://www.upes.ac.in/advisory-board/sam-varughese,"Sam Varughese is a Senior Vice President at Reliance Jio with over 20 years of experience in Information Security Governance, Privacy, and Data Protection. Sam Varughese has led the Security Strategy and Privacy team at Reliance Jio for six years, focusing on Governance, Risk, and Compliance (GRC) and establishing the Privacy framework. Previously, Sam Varughese managed consulting projects at Paladion across India, the USA, the Middle East, and South-East Asia, primarily for banking, financial, IT/ITES, and manufacturing sectors. Sam Varughese holds a B.Tech in Electrical Engineering and has expertise in Unix/Linux systems and application security."
https://www.upes.ac.in/faculty/school-of-business/deepak-bangwal,"Dr. Deepak Bangwal is an Assistant Professor at the School of Business, UPES, with a PhD and over 9 years of academic experience. He has significant industrial collaboration with Westin Auckland and specializes in HR Analytics, Green Human Resource Management, and organizational behavior. Dr. Bangwal's teaching philosophy emphasizes student engagement through active participation, integrating case studies for practical learning. He teaches HR Analytics, Human Resource Management, and Organizational Behavior. His scholarly contributions include published research in top journals and involvement in conferences. Dr. Bangwal's email for contact is dbangwal@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-computer-science/sugandha-sharma,"Sugandha Sharma is an Assistant Professor-Senior Scale at the School of Computer Science, UPES. She holds a B.E. in IT, M.Tech in CSE, and an MBA in HR. Sugandha Sharma promotes open-source technology and ethical AI solutions. With 4 years of industry experience and 8 years in academia, Sugandha Sharma has managed significant projects and is the State Vice President of Uttarakhand Start-up Council, WICCI. Research interests include Bioacoustics and Machine Learning. Awards include ‘Iconic Woman’ by Women Economic Forum. Sugandha Sharma emphasizes project-based learning and has organized various hackathons at UPES. Contact Sugandha Sharma at sugandha.sharma@ddn.upes.ac.in."
https://www.upes.ac.in/school-of-advanced-engineering/phd-physics,"The Ph.D. program in Physics at UPES School of Advanced Engineering offers a comprehensive curriculum focused on cultivating advanced expertise and cutting-edge research skills. Admission requires a master's degree in physics or a related field and involves a competitive application process. The program emphasizes interdisciplinary collaboration, communication, and critical thinking, preparing graduates for diverse careers in academia, research, and industry. Key features include flexible specialization, financial assistance options, state-of-the-art facilities, and strong industry ties. Important dates for the July 2024 intake include application deadline on June 3, 2024, and session commencement on August 12, 2024."
https://www.upes.ac.in/about-us/rankings-and-accreditations,"UPES (University of Petroleum and Energy Studies) is recognized by the UGC and accredited by NAAC with Grade A and CGPA 3.02 (2021-2026). Established in 2003 by the Uttarakhand State Government, UPES is recognized as a Scientific and Research Organization by DISR, Ministry of Science Technology.  UPES programs are accredited by the Bar Council of India and the Pharmacy Council of India. UPES ranks 46th overall in India by NIRF for 2024, holds accolades from QS World University Rankings, ranks in the top 150 globally in Telecommunication Engineering by Shanghai Ranking, and is a member of multiple international educational associations."
https://www.upes.ac.in/faculty/school-of-computer-science/gopal-singh-rawat,"Gopal Singh Rawat is an Assistant Professor in the School of Computer Science at UPES. Gopal Singh Rawat completed a PhD from Jawaharlal Nehru University in 2022, and holds an MTech in Computer Science and Technology (2017) and an MSc in Informatics (2012) from the University of Delhi. Gopal Singh Rawat's research interests include Network Security, VANETs, Intelligent Transportation Systems, and Blockchain Technology. Gopal Singh Rawat has extensive teaching experience and has mentored various B.Tech projects. Gopal Singh Rawat can be contacted at gopals.rawat@ddn.upes.ac.in."
https://www.upes.ac.in/iqac/iacbe,"The International Accreditation Council for Business Education (IACBE) accredits business programs at various degree levels worldwide. Established in Olathe, Kansas, United States, IACBE evaluates programs based on eight key areas, including outcomes evaluation, curriculum, faculty qualifications, and partnerships. IACBE membership spans over 20 nations, supporting quality assurance in business education. The webpage provides information about IACBE’s principles and its role in enhancing educational standards for institutions offering business degrees. For queries or assistance, UPES can be contacted via toll-free helpline or email."
https://www.upes.ac.in/school-of-health-sciences-and-technology/bsc-health-sciences/food-nutrition-and-dietetics-dietetics-and-holistic-wellness,"The B.Sc. in Food Nutrition & Dietetics (Dietetics & Holistic Wellness) at UPES School of Health Sciences & Technology aims to equip students with essential skills in nutrition, dietetics, and holistic wellness. The program covers nutritional assessments, diet planning, and the significance of holistic health, preparing graduates for careers as dietitians, wellness coaches, and nutrition consultants. Key program features include practical lab sessions, industry internships, and collaborations with global institutions. Graduates can expect diverse job opportunities in healthcare, wellness centers, and research, amidst growing demand for personalized nutrition and holistic wellness approaches."
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/dr-snigdha-mishra,"Dr. Snigdha Mishra is an Assistant Professor at the School of Health Sciences and Technology at UPES, with a Ph.D. from the CSIR-Indian Institute of Toxicology Research. Dr. Snigdha Mishra specializes in Drosophila melanogaster research, focusing on reproductive biology and endocrinology. Dr. Snigdha Mishra has published in notable journals and possesses expertise in various biological techniques. Previously, Dr. Snigdha Mishra was a Post-doctoral Research Associate at Cornell University. Dr. Snigdha Mishra teaches courses in Molecular Biology and Genetics and promotes individualized learning experiences. Dr. Snigdha Mishra has presented at international conferences and secured multiple academic qualifications."
https://www.upes.ac.in/faculty/school-of-law/anjali-bhatt,"Anjali Bhatt is an Assistant Professor at the School of Law, University of Petroleum and Energy Studies (UPES), focusing on corporate laws. Anjali holds a BBA LL.B. from UPES and an LL.M. in Business Laws from the National Law School of India University. Anjali qualified for the UGC-NET in 2018 and is pursuing a Ph.D. in Law, specializing in the intersection of Alternative Dispute Resolution (ADR) and Artificial Intelligence (AI). Anjali’s teaching philosophy emphasizes project-based learning and interactive lectures. Courses taught include ADR, Insolvency and Bankruptcy, and Company Law. Contact Anjali Bhatt at abhatt@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-computer-science/alok-aggarwal,"Dr. Alok Aggarwal is a Professor at the School of Computer Science, UPES, with over 25 years of experience in academia and industry. Dr. Aggarwal holds a Ph.D. in Mobile Computing from IIT Roorkee (2010) and has previously held significant positions at Chandigarh University and JP Institute of Engineering. Dr. Aggarwal’s research interests include Machine Learning, AI, and Mobile Ad-Hoc Networks. He has authored 255 research papers, received multiple awards including the Star Researcher Award, and teaches various courses in computer science and engineering. Dr. Alok Aggarwal can be contacted at alok.aggarwal@ddn.upes.ac.in."
https://www.upes.ac.in/advisory-board/shashi-rajan,"Shashi Rajan is an Advisory Board Member at the School of Business, University of Petroleum and Energy Studies (UPES). He serves as the Executive Director and Head of Institute at ONGC Academy, with 37 years of industry experience in various management roles across public and private sectors. Shashi Rajan holds an MBA, LLB, and a Specialisation Diploma in Training and Development, along with certifications in Emotional Intelligence. He is active in training, mentoring, and community services, and has led initiatives like team-building exercises and expeditions, including to Everest Base Camp."
https://www.upes.ac.in/blog/health-sciences-technology/food-technology-can-save-the-world-you-can-be-a-part-of-it,"The webpage highlights the significance of food technology in addressing global food security challenges as the world faces a population surge by 2050. It emphasizes the career potential in food technology, noting its essential roles in food preservation, quality control, and innovation. The UPES School of Health Sciences and Technology offers a B.Tech. in Food Technology, focusing on practical skills through industry collaboration and specializations in areas like Food Biotechnology. The program prepares graduates for diverse opportunities in the food industry, catering to the increasing demand for qualified food tech professionals."
https://www.upes.ac.in/student-projects/krishna,"Krishna, a B.Tech. student in Electronics & Computer Engineering at UPES from the 2022-26 batch, developed a CNC Engraver Laser Cutter Machine as a student project. This machine utilizes a high-powered laser to cut, engrave, or mark materials with precision, producing 2 mm holes and clean cuts, thus eliminating the need for post-processing. The device's non-contact operation makes it particularly suitable for manufacturing components in the medical industry. The project highlights Krishna's innovation and technical skills in utilizing advanced CNC technology."
https://www.upes.ac.in/faculty/school-of-computer-science/gagan-deep-singh,"Gagan Deep Singh is an Assistant Professor at the School of Computer Science, UPES, specializing in system design, integration, and optimization for IT projects such as ERP and MIS. Recognized by IBM for contributions to technical labs, Gagan Deep Singh's research focuses on optimization and performance, with notable projects in Data Centre integration and ICT training for state governments. Gagan Deep Singh employs a ""student-to-instructor"" teaching philosophy, emphasizing individualized learning. Courses taught include C, OOPs, and Cloud Computing. Gagan Deep Singh has published research in prestigious journals and received awards for excellence in technology education. Contact: gagan@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-law/dr-pratiksha-bhardwaj,"Dr. Pratiksha Bhardwaj is an Assistant Professor at the School of Law, UPES, specializing in Constitutional Law, Family Law, Indian Contract Act, and Law of Torts. With 6 years of experience, Dr. Pratiksha Bhardwaj previously taught at Chandigarh University and has industrial experience as a Junior Advocate. Dr. Pratiksha Bhardwaj has 14 publications in national and international journals. Dr. Pratiksha Bhardwaj advocates for student-centric education, encouraging critical thinking and collaboration. Dr. Pratiksha Bhardwaj has received several awards, including best teacher at Chandigarh University. Contact at pratiksha.bhardwaj@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-law/debarati-pal,"Debarati Pal is an Assistant Professor of Law at the University of Petroleum and Energy Studies since 2016. Debarati Pal is a doctoral student researching 'Critical Reflections on the Revitalisation of Historic Urban Landscapes: Exploring the Stakeholder Interface' at NALSAR, Hyderabad. Debarati Pal previously worked as a Project Fellow at the Rajiv Gandhi School of IP Law, IIT Kharagpur. Debarati Pal teaches courses including Transfer of Property Act, Jurisprudence, and Interpretation of Statutes. Debarati Pal's research interests involve heritage protection and law, with a recent publication on legislative impact assessment in heritage landscapes."
